Title,Comments,Date,Publisher,CRC-32,Size,Mapping,MESS ID,Link
Keystone Kapers,[!],1984,Activision,465e1763,8KB,Standard,keykaper,"http://www.atarimania.com/game-atari-400-800-xl-xe-keystone-kapers_2777.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Kickback,[!],1982,Thorn EMI,2480ed0a,8KB,Standard,kickback,"http://www.atarimania.com/game-atari-400-800-xl-xe-kickback_2780.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Kids on Keys,[!],1983,Spinnaker,60615a91,8KB,Standard,kidskeys,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2482072"
Kids on Keys,[m 60615a91][b] One bit different. Not possible to begin the game – pressing Start doesn't work.,1983,,6dc54ea6,8KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2482072
Kids on Keys,[m 60615a91][o],1983,Spinnaker,4a2738aa,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-kids-on-keys_2783.html
KinderComp,[!],1983,Spinnaker,f1c45e24,8KB,Standard,kindcomp,"http://www.atarimania.com/game-atari-400-800-xl-xe-kindercomp_2791.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
KinderComp,[m f1c45e24][o First 8KB filled with garbage],1983,Spinnaker,8c3f8106,16KB,Standard,,http://atarionline.pl/v01/index.php?ct=katalog&sub=K&tg=Kindercomp#Kindercomp
KinderComp,,1984,Ravensburger,,,,,http://www.atarimania.com/game-atari-400-800-xl-xe-kindercomp_7099.html
KISS,,,Eastern House,,,,,http://www.atarimax.com/jindroush.atari.org/acdpna.html
KoalaPainter,[!],1983,Koala Technologies,4835333a,16KB,Standard,kpainter,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2349473"
Koronis Rift,[!] Converted from disk original. Saving/Loading is broken.,2004-01-31,Mark Keates,8570b547,128KB,AtariMax,,http://atariage.com/forums/topic/42731-koronis-rift-beta-images-ready/?p=519920
Koronis Rift,[!] Converted from disk original. Saving/Loading is broken.,2004-01-31,Mark Keates,7bc7bf65,128KB,MegaCart,,http://atariage.com/forums/topic/42731-koronis-rift-beta-images-ready/?p=519920
Koronis Rift,[!] Converted from disk original. Saving/Loading is broken.,2004-01-31,Mark Keates,f8759767,128KB,Switchable XEGS,,http://atariage.com/forums/topic/42731-koronis-rift-beta-images-ready/?p=519920
Koronis Rift,[!][m 8570b547][f saving/loading],2004-02-12,Mark Keates,d385b89c,128KB,AtariMax,,http://atariage.com/forums/topic/42731-koronis-rift-beta-images-ready/?p=530597
Koronis Rift,[!][m 7bc7bf65][f saving/loading],2004-02-12,Mark Keates,ecd69b9f,128KB,MegaCart,,http://atariage.com/forums/topic/42731-koronis-rift-beta-images-ready/?p=531129
Koronis Rift,[!][m f8759767][f saving/loading],2004-02-12,Mark Keates,d6a37e9f,128KB,Switchable XEGS,,http://atariage.com/forums/topic/42731-koronis-rift-beta-images-ready/?p=531129
KSO Turbo 2000,[m 5bf9111c][h] Changed text instructions.,,,d349dbef,2KB,Auto switchoff,,"http://www.jsobola.republika.pl/schematy.htm
http://www.jsobola.republika.pl/atariepr/turbokso.zip"
KSO 2T09,Requires the “KSO Turbo 2000” hardware modification installed in a tape recorder.,,,5bf9111c,2KB,Auto switchoff,,"http://www.jsobola.republika.pl/schematy.htm
http://www.dereatari.republika.pl/atarisch/turbo.zip"
KSO 2T12,"[m 5bf9111c] Contains an additional program, Turbo Copy 2.12. Included in AST 2000 e9da4eaa.",1988,WZab,b57ec5f1,4KB,Auto switchoff,,
Laser Gates,pirate,1984,Imagic,ea2a103e,16KB,Standard,lasrgats,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Last Starfighter [The],Prototype. Revieved at AtariProtos.,1984-05-29,Atari,3267eba7,16KB,Standard,laststar,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2497151
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Last Starfighter [The],"[m 3267eba7][b] Byte at $28C6 is $04 instead of $03, which causes a graphics glitch on the Pulse Laser temperature indicator.",1984,Atari,b4c640f1,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-last-starfighter_2927.html
Last Starfighter [The],[m 3267eba7][h Czech language],1989,Maniax,4de95774,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Learning Phone [The],Based on the earlier PLATO cartridge.,1985,Atari,5b101922,8KB,Standard,phone,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Learning Phone [The],[m 5b101922][f identifies as IST-III terminal] Fixed to work with Cyber1.org.,2018-02-07,tschak909,7ed6ddeb,8KB,Standard,,"http://atariage.com/forums/topic/196354-ataris-plato-cartridge-question/?p=3955145
http://atariage.com/forums/topic/196354-ataris-plato-cartridge-question/?p=3969177"
Learning Phone [The],"[m 7ed6ddeb][f baudrate] Additional fix, changing baudrate to 1200.",2018-02-08,tschak909,981a2792,8KB,Standard,,http://atariage.com/forums/topic/196354-ataris-plato-cartridge-question/?p=3956269
Learning Phone [The],"[m 981a2792][f baudrate, charset] Changed baudrate to 2400.",2018-02-09,MrFish,79c5c9e0,8KB,Standard,,http://atariage.com/forums/topic/196354-ataris-plato-cartridge-question/?p=3957683
Learning Phone [The],[m 79c5c9e0][f baudrate] Improved support for baudra 2400.,2018-02-09,a8isa1,bea7197b,8KB,Standard,,http://atariage.com/forums/topic/196354-ataris-plato-cartridge-question/?p=3957692
Learning Phone [The],[m 5b101922][f] Unspecified changes for Irata.online.,2018-02,tschak909,48c4eb7b,8KB,Standard,,http://irata.online/#requirements
Learning with Leeper,,1983,Sierra On-Line,5af1b0ec,16KB,Standard,leeper,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Learning with Leeper,"[m 5af1b0ec][cr] 2 bytes different. The one at $2097 changes the memory-clean routine (start at $a082) so it no longer modifies ROM area. The change at $15c6 does not appear to be related to copy-protection, but it slightly breaks the “coloring book” minigame. Notice that when you start the minigame and move the cursor, the cursor's “shadow” is left on the bottom left field (see also Atarimania screenshot). On FULS' version it doesn't happen.",1983,Sierra On-Line,a77b5c4c,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-learning-with-leeper_2952.html
Legacy [The],Earliest known prototype version of Final Legacy. In possession of Dan Oliver,1983,Atari,,,Standard,,"http://www.digitpress.com/eastereggs/a48finallegacy.htm
https://www.youtube.com/watch?v=sxdx07Ii7dw"
Legacy rev. 5.3 [The],Prototype of Final Legacy. In posession of Dan Oliver.,1983,Atari,,16KB,Standard,,"http://atariage.com/forums/topic/214569-final-legacy-rev-53/
https://www.youtube.com/watch?v=c-2TN7HdPQE"
Legacy rev. 7.1 [The],Prototype of Final Legacy.,1984,Atari,a445af7d,16KB,Standard,legacy,"http://www.atarimania.com/game-atari-400-800-xl-xe-legacy-_20787.html
http://www.digitpress.com/eastereggs/a48finallegacy.htm"
Leo's 'Lectric Paintbrush,Needs Chalk Board PowerPad.,1983,Chalk Board,da931cb5,8KB,Standard,llpaint,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2542225
Leo's 'Lectric Paintbrush,"[m da931cb5] Some initalization code modified so it starts without booting from disk and without the PowerPad, but is still unusable without it. See also BearJam, LogicMaster and MicroMaestro.",1983,Chalk Board,3c66ea77,8KB,Standard,llpaintf,http://www.atarimania.com/game-atari-400-800-xl-xe-leo-s--lectric-paintbrush_13708.html
Letter Perfect (40 columns),400/800 only. Probably earlier version. Main menu is in all-caps.,1981,LJK,34c1701a,8KB,Standard,lprfct40,http://www.atarimania.com/utility-atari-400-800-xl-xe-letter-perfect_13691.html
Letter Perfect (40 columns),[a 34c1701a] 400/800 only. Main menu is in normal letters.,198x,LJK,88f5375f,8KB,Standard,lprfct40a,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Letter Perfect (80 columns),400/800 only. Requires the Bit-3 or Austin Franklin 80-column board. Main menu is in normal letters.,198x,LJK,616e6cb0,8KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=3080388
Letter Tutor,Prototype. Requires light pen. Also Sold by B&C Computervisions and Best Electronics.,1984,Atari,21111576,8KB,Standard,lettrtut,"http://www.atarimania.com/game-atari-400-800-xl-xe-letter-tutor_2973.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2403334
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Letter-Go-Round,[!] Copy-protection at $8089.,1984,CBS Software,f525b904,16KB,Standard,letter,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2490906
http://www.atarimania.com/game-atari-400-800-xl-xe-sesame-street-letter-go-round_4595.html"
Letter-Go-Round,[a][cr?] No code that writes to ROM area. Earlier version or crack?,1984,CBS Software,5c68d891,16KB,Standard,,
Lifespan,Prototype.,1983,Roklan,e4d62c12,16KB,Standard,lifespan,"http://www.atarimania.com/game-atari-400-800-xl-xe-lifespan_6907.html
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Lights Out,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Line Runner,"Compared to file version, contains additional easter egg.",2012-06-20,GR8 Software,,,,,http://gr8.atari.pl/joomla/index.php?option=com_content&task=blogcategory&id=30&Itemid=68&lang=en
Linking Logic,[!],1984,Fisher-Price,2484be4c,8KB,Standard,linklogc,"http://www.atarimania.com/game-atari-400-800-xl-xe-linking-logic_3002.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Loadcopy,,1990,JRC,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_cz.html
Lode Runner,[!],1987,Atari,b9a89bbd,64KB,XEGS,ldrun,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Lode Runner,[m b9a89bbd][o] garbage in first 64KB,1987,Atari,7790f474,128KB,XEGS,,"http://www.atariage.com/software_page.html?SoftwareLabelID=2453
http://www.atarimania.com/game-atari-400-800-xl-xe-lode-runner_18565.html [CART]"
Lode Runner,[m b9a89bbd][o] $FFs in first 64KB,1987,Atari,724be63f,128KB,XEGS,,
Logic Levels,[!],1984,Fisher-Price,c643f703,8KB,Standard,logiclvl,"http://www.atarimania.com/game-atari-400-800-xl-xe-logic-levels_3024.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
LogicMaster,Needs Chalk Board PowerPad to run.,1983,Chalk Board,618bf3db,8KB,Standard,logcmstr,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
LogicMaster,"[m 618bf3db] Some initalization code modified so it starts without the PowerPad, but is still unusable without it. See also BearJam, Leo's 'Lectric Paintbrush and MicroMaestro.",1983,Chalk Board,552127ce,8KB,Standard,logcmstrf,http://www.atarimania.com/game-atari-400-800-xl-xe-logicmaster_3025.html
Lord of the Orb,,2000,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
M*A*S*H,ECPC. Also sold by Video 61.,1982,Romox,fa041093,8KB,Standard,mash,"http://www.atarimania.com/game-atari-400-800-xl-xe-mash_3164.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2474062"
M.Monitor 64kB,"Starts with MegaCart mapping, but does not work correctly.",1989,M. Dadok,b8d8396d,16KB,?,,"http://atari.turiecfoto.sk/soft/
http://atari.turiecfoto.sk/soft/m-monitor-64kb.zip"
MAC/65 1.00,[!],1984,OSS,5e033719,16KB,OSS 043M,mac65100,http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/MAC65.OSS/MAC65.OSS
MAC/65 1.00,[!][m 5e033719] 034M mapping – see Notes.,1984,OSS,d69a28b6,16KB,OSS 034M,,
MAC/65 1.01,[!],1984,OSS,4102ca4f,16KB,OSS M091,mac65101,"http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/MAC65.OSS/MAC65101.OSS
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/utility-atari-400-800-xl-xe-mac-65_12512.html [CART]"
MAC/65 1.01,[m 4102ca4f][b] This is a Type B cartridge dumped using the wrong 034M mapping – in effect it hangs up.,1984,OSS,a91560ad,16KB,-,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2251846
MAC/65 1.02,,1984,OSS,51931a08,16KB,OSS 034M,,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=3036498
http://www.atarimax.com/jindroush.atari.org/acdpna.html"
Magic Dump,,1983,Gemini Software,,,,,http://www.atarimax.com/jindroush.atari.org/acdpna.html
Magic Dump II,Requires BASIC. 800 only.,1983,Gemini Software,8184c0d4,8KB,Right,magcdmp2,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2476820
MahJong,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Major League Hockey,[!],1983,Thorn EMI,4ffbc999,8KB,Standard,hockey,"http://www.atarimania.com/game-atari-400-800-xl-xe-major-league-hockey_3124.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Mario Bros.,[!],1988,Atari,7ba07c34,64KB,XEGS,mario,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-mario-bros_6046.html [CART]"
MasterType,[!],1983,Scarborough Systems,972ed894,16KB,Standard,mstrtype,"http://www.atarimania.com/game-atari-400-800-xl-xe-mastertype_6031.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Math Encounter,[!],1984,Hsu Software,9eaba275,8KB,Standard,mathenct,"http://www.atarimania.com/game-atari-400-800-xl-xe-math-encounter_3226.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Math Mileage,[!],1983,CBS Software,c8b311bf,8KB,Standard,mileage,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2497366"
Math Mileage,[m c8b311bf][o],1983,CBS Software,bb135aad,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-math-mileage_3236.html
Math Works - Addition,,1985,Concepts for Darren,fb350372,8KB,Standard,mworkadd,http://www.atarimania.com/game-atari-400-800-xl-xe-math-works-addition_6437.html
Math Works - Subtraction,,1985,Concepts for Darren,4bb5541a,8KB,Standard,mworksub,http://www.atarimania.com/game-atari-400-800-xl-xe-math-works-subtraction_6438.html
Matterhorn,[!],1984,Tigervision,dcc308cf,16KB,Standard,matrhorn,"http://www.atarimania.com/game-atari-400-800-xl-xe-matterhorn_3265.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2500116"
Maze War,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
McDonald's Pac-Mac,Earlier prototype. 400/800 only. Reviewed at AtariProtos.,1983,Parker Brothers,209d2e17,8KB,Standard,pacmacb1,"http://www.atarimania.com/game-atari-400-800-xl-xe-mcdonald-s_3288.html
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
McDonald's Pac-Mac,Later prototype. 400/800 only. Reviewed at AtariProtos.,1983,Parker Brothers,ca961d16,8KB,Standard,pacmacb2,"http://www.atarimania.com/game-atari-400-800-xl-xe-mcdonald-s_3288.html
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
MD DOS,,1991-09-26,M. Dadok,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_cz.html
Mean 18,Unfinished prototype. Also sold by Video 61.,1989,Atari,0ee74a89,128KB,XEGS,mean18,"http://www.atarimania.com/game-atari-400-800-xl-xe-mean-18_3289.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Mean 18,[m 0ee74a89] Banks shuffled and duplicated to run from a 512KB Megacart.,1989,Atari,1a85a04e,512KB,MegaCart,,http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948
Mean 18,[m 0ee74a89][f drawing speed] Optimized by Fandal.,2009-05-20,František Houra,af2ea0ef,128KB,XEGS,,http://atariage.com/forums/topic/144308-boosted-version-of-mean18/
Mega Cartridge,,2004,Willysoft,da0a5ae4,64KB,Williams,mega1,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,2d200f74,64KB,Williams,mega2,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,The last game (Hot Lips) doesn't run. Bad dump?,2004,Willysoft,914372c0,64KB,Williams,mega3,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,8e12b596,64KB,Williams,mega4,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,e4ee1623,64KB,Williams,mega5,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,85ecbc95,64KB,Williams,mega6,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,def97719,64KB,Williams,mega7,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,a2b4ee4d,64KB,Williams,mega8,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,00241602,64KB,Williams,mega9,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,629bc83b,64KB,Williams,mega10,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,aafe6b95,64KB,Williams,mega11,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,The last game (Rescue on Fractalus) doesn't run. Bad dump?,2004,Willysoft,1014548a,64KB,Williams,mega12,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,acbe80d9,64KB,Williams,mega13,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,722e760e,64KB,Williams,mega14,http://www.retrogames.cl/imagenes/turbosoft/
Mega Cartridge,,2004,Willysoft,04d3a9fb,64KB,Williams,mega15,http://www.retrogames.cl/imagenes/turbosoft/
MegaMania,[!],1983,Activision,b3c5130c,8KB,Standard,megmania,"http://www.atarimania.com/game-atari-400-800-xl-xe-megamania_3299.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Memory Manor,[!],1984,Fisher-Price,aedcbd0b,8KB,Standard,memmanor,"http://www.atarimania.com/game-atari-400-800-xl-xe-memory-manor_3312.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Meteor,pirate,198x,Germ-Soft,c27ff7df,8KB,Standard,meteor,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Micro Illustrator,[!] A version of Island Graphics' Koala Micro Illustrator/KoalaPainter that works only with Chalk Board PowerPad.,1983,Chalk Board,5d5f76f6,16KB,Standard,microill,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2349473"
MicroCalc v. Atari XE 2.2,"Spanish-language cartridge conversion of VisiCalc, originally a disk-based program. Was it officially licenced?",,Grupo SITSA,44507065,32KB,Ultracart,microcal,http://www.atarimania.com/utility-atari-400-800-xl-xe-microcalc_28241.html
MicroFiler rev. 1.1,[!],1983,MPP,c3b283e6,8KB,Standard,micfiler,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2349473"
MicroMaestro,Needs Chalk Board PowerPad to run.,1983,Chalk Board,98915118,8KB,Standard,maestro,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
MicroMaestro,"[m 98915118] Some initalization code modified so it starts without booting from disk and without the PowerPad, but is still unusable without it. See also BearJam, Leo's 'Lectric Paintbrush and LogicMaster.",1983,Chalk Board,1d45435f,8KB,Standard,maestrof,http://www.atarimania.com/game-atari-400-800-xl-xe-micromaestro_3361.html
Microprinter System 400,,1983,MSI,89c66405,8KB,Standard,micprnt4,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2476148
Microprinter System 800,[m 89c66405],1983,MSI,7b222136,8KB,Standard,micprnt8,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2476148"
Microsoft BASIC II 2.0,[!],1982,Atari,24391ffb,16KB,Standard,msbasic2,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2329604
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Midas Maze,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
MIDI Maze 1.00,Prototype.,1989,Atari,193a53f6,128KB,XEGS,midimazep,http://www.atarimania.com/game-atari-400-800-xl-xe-midi-maze_3380.html
MIDI Maze 1.00,"[a 193a53f6] Appears to be an earlier version. The default selection on the starting scren is “MIDIMATE” instead of “SOLO”, and the “Drones” option screen is missing the “Nasty” difficulty setting. Also sold by Video 61.",1989,Atari,4695522f,128KB,XEGS,midimaze,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2474062
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948 (join banks 1, 3, 2, 4)"
MIDI Maze 1.00,[m 193a53f6] Banks shuffled and duplicated to run from a 512KB Megacart.,1989,Atari,36d834a2,512KB,MegaCart,,http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948
Millipede,Prototype.,1983,Atari,82457872,16KB,Standard,millpedp,http://www.atarimania.com/game-atari-400-800-xl-xe-millipede_18751.html
Millipede,[!],1984,Atari,fb7e45da,16KB,Standard,milliped,"http://www.atarimania.com/game-atari-400-800-xl-xe-millipede_3397.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Miner 2049er,"Earlier release. It has a slightly different layout in level 6, which allows to enter the waste tank through its wall. According to Bill Hogue it should have a bug in the hydraulic lift level, but it seems he mixed up the details. http://www.bigfivesoftware.com/atari/Miner/History/history.htm",1982,Big Five Software,eb770df4,16KB,Standard,min2049e,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2481192
Miner 2049er,[m eb770df4][cr],1982,Big Five Software,6b1478bf,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-miner-2049er_3410.html
Miner 2049er,[!] Later release with fixed level 6. Code that writes to ROM area in multiple places. Identical to the dump contained in Bill Hogue's emulator. http://www.bigfivesoftware.com/Emulator/emulator.htm,1982,Big Five Software,7df1adfb,16KB,Standard,mine2049,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2481192"
Miner 2049er,[m 7df1adfb] only one byte changed; changes cartridge type from service mode to normal. Doesn't appear to be connected with copy-protection.,1982,Big Five Software,c46031ca,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Missile Command,[!] Level selection (keys 0-9) works only on 400/800.,1981,Atari,d2e36392,8KB,Standard,missile,"http://www.atarimania.com/game-atari-400-800-xl-xe-missile-command_3441.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Missile Command+,[!] hack of Missile Command,2006-06-09,Paul Lee,2acfd240,16KB,Standard,missilep,"http://atariage.com/forums/topic/64470-missile-command-atari-8bit-hack/?p=1082409
http://www.atarimania.com/game-atari-400-800-xl-xe-missile-command_12433.html"
Mogul Maniac,ECPC,1983,Romox,0c391600,16KB,Standard,mogul,http://www.atarimania.com/game-atari-400-800-xl-xe-mogul-maniac_3461.html
Monkey Wrench [The],800 only.,1981,Eastern House,0b9dd821,4KB,Right,,
Monkey Wrench [The],[m 0b9dd821][o $FFs in first 4KB],1981,Eastern House,4ee08b1e,8KB,Right,,http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
Monkey Wrench [The],[m 0b9dd821][o $00s in first 4KB],1981,Eastern House,147541a4,8KB,Right,mwrench,http://atariage.com/forums/topic/125889-monkey-wrench/?p=1524422
Monkey Wrench II [The],[!] Contains instruction at $805c that changes ROM area. 800 only.,1983,Eastern House,7191a903,8KB,Right,mwrench2,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2497366"
Monkey Wrench II [The],[m 7191a903] difference from $1680 to $1700. Still contains the same copy-protection. 800 only.,1983,Eastern House,1e8d6042,8KB,Right,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Monkey Wrench II [The],[a 7191a903] 800 only.,1983,Eastern House,a315afb6,8KB,Right,mwrench2a,http://atariage.com/forums/topic/125889-monkey-wrench/?p=1524422
Monkey Wrench II for the Atari XL,"To enable, enter X=USR(32768) In BASIC. XL/XE only.",1984,Eastern House,69fd5f8b,8KB,Low bank,mwrnchxl,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2338297
Monkey Wrench II for the Atari XL,[m 69fd5f8b][h cartridge header] FULS added cartridge header in the last 6 bytes. XL/XE only. http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2342312,1984,Eastern House,c373e271,8KB,Low bank,,http://atariage.com/forums/topic/125889-monkey-wrench/?p=1650472
Monkey Wrench II XL + BASIC C,"[m 69fd5f8b, 7d684184][h joined & modified] FULS joined MW2 with BASIC C, added reference of MW commands in the previously-unused ROM area ($1C00-1FFF), changed MW's title screen so it now says MW XL not MW II, and modified to allow automatic running without calling USR. http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2342312",1985,Doug Fuls,16acb9e2,16KB,Standard,,http://atariage.com/forums/topic/125889-monkey-wrench/?p=1650472
Monopoly,,,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Monster Maze,[!] 400/800 only.,1982,Epyx,37049e57,8KB,Standard,monstrmz,"http://www.atarimania.com/game-atari-400-800-xl-xe-monster-maze_3491.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Montana Solitaire,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
